,0
3383,Proximal tubule brush border cell(Kidney)
3384,Proximal tubule cell_Osgin1 high(Kidney)
3385,Proximal tubule cell_Osgin1 high(Kidney)
3386,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3387,Proximal tubule brush border cell(Kidney)
3388,Stromal cell_Ptgds high(Kidney)
3389,Distal collecting duct principal cell_Hsd11b2 high(Kidney)
3390,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3391,T cell(Kidney)
3392,Proximal tubule brush border cell(Kidney)
3393,Proximal tubule brush border cell(Kidney)
3394,S3 proximal tubule cells(Kidney)
3395,Distal convoluted tubule_Pvalb high(Kidney)
3396,Proximal tubule brush border cell(Kidney)
3397,Proximal tubule brush border cell(Kidney)
3398,Dendritic cell_Ccr7 high(Kidney)
3399,Stromal cell_Dcn high(Kidney)
3400,Distal convoluted tubule_S100g high(Kidney)
3401,S1 proximal tubule cells(Kidney)
3402,Distal convoluted tubule_Pvalb high(Kidney)
3403,S1 proximal tubule cells(Kidney)
3404,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3405,Macrophage_Ccl4 high (Kidney)
3406,Distal convoluted tubule_Pvalb high(Kidney)
3407,Macrophage_Ccl4 high (Kidney)
3408,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3409,Proximal tubule brush border cell(Kidney)
3410,S3 proximal tubule cells(Kidney)
3411,Proximal tubule brush border cell(Kidney)
3412,Macrophage_Lyz2 high(Kidney)
3413,Macrophage_Ccl4 high (Kidney)
3414,Distal collecting duct principal cell_Hsd11b2 high(Kidney)
3415,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3416,Proximal tubule cell_Osgin1 high(Kidney)
3417,Proximal tubule brush border cell(Kidney)
3418,T cell(Kidney)
3419,Proximal tubule brush border cell(Kidney)
3420,Thick ascending limb of the loop of Henle(Kidney)
3421,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3422,Macrophage_Ccl4 high (Kidney)
3423,Proximal tubule brush border cell(Kidney)
3424,Stromal cell_Ptgds high(Kidney)
3425,Distal convoluted tubule_S100g high(Kidney)
3426,Proximal tubule brush border cell(Kidney)
3427,Epithelial cell_Cryab high(Kidney)
3428,Proximal tubule brush border cell(Kidney)
3429,Macrophage_Ccl4 high (Kidney)
3430,Distal convoluted tubule_S100g high(Kidney)
3431,Stromal cell_Ankrd1 high(Kidney)
3432,Thick ascending limb of the loop of Henle(Kidney)
3433,S3 proximal tubule cells(Kidney)
3434,Distal convoluted tubule_S100g high(Kidney)
3435,Proximal tubule brush border cell(Kidney)
3436,Proximal tubule brush border cell(Kidney)
3437,Distal convoluted tubule_S100g high(Kidney)
3438,Proximal tubule brush border cell(Kidney)
3439,Proximal tubule brush border cell(Kidney)
3440,Distal convoluted tubule_S100g high(Kidney)
3441,Macrophage_Ccl4 high (Kidney)
3442,Stromal cell_Cxcl10 high(Kidney)
3443,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3444,Neutrophil progenitor_S100a8 high(Kidney)
3445,Proximal tubule brush border cell(Kidney)
3446,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3447,T cell(Kidney)
3448,Distal convoluted tubule_Pvalb high(Kidney)
3449,Distal collecting duct principal cell_Hsd11b2 high(Kidney)
3450,Proximal tubule brush border cell(Kidney)
3451,Epithelial cell_Cryab high(Kidney)
3452,Thick ascending limb of the loop of Henle(Kidney)
3453,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3454,Distal convoluted tubule_Pvalb high(Kidney)
3455,Distal convoluted tubule_Pvalb high(Kidney)
3456,Proximal tubule cell_Osgin1 high(Kidney)
3457,Proximal tubule cell_Cyp4a14 high(Kidney)
3458,Proximal tubule brush border cell(Kidney)
3459,Macrophage_Ccl4 high (Kidney)
3460,Distal collecting duct principal cell_Cldn4 high(Kidney)
3461,Proximal tubule brush border cell(Kidney)
3462,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3463,Macrophage_Ccl4 high (Kidney)
3464,Distal convoluted tubule_Pvalb high(Kidney)
3465,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3466,Macrophage_Lyz2 high(Kidney)
3467,S1 proximal tubule cells(Kidney)
3468,Fenestrated endothelial cell_Plvap high(Kidney)
3469,Proximal tubule brush border cell(Kidney)
3470,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3471,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3472,Macrophage_Lyz2 high(Kidney)
3473,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3474,Proximal tubule cell_Osgin1 high(Kidney)
3475,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3476,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3477,Proximal tubule brush border cell(Kidney)
3478,Proximal tubule brush border cell(Kidney)
3479,S1 proximal tubule cells(Kidney)
3480,Thick ascending limb of the loop of Henle(Kidney)
3481,Proximal tubule brush border cell(Kidney)
3482,Dendritic cell_Ccr7 high(Kidney)
3483,Proximal tubule cell_Osgin1 high(Kidney)
3484,S1 proximal tubule cells(Kidney)
3485,Thick ascending limb of the loop of Henle(Kidney)
3486,Distal convoluted tubule_Pvalb high(Kidney)
3487,Distal convoluted tubule_Pvalb high(Kidney)
3488,Distal convoluted tubule_Pvalb high(Kidney)
3489,Stromal cell_Dcn high(Kidney)
3490,Proximal tubule brush border cell(Kidney)
3491,Thick ascending limb of the loop of Henle(Kidney)
3492,Proximal tubule brush border cell(Kidney)
3493,Stromal cell_Dcn high(Kidney)
3494,Proximal tubule brush border cell(Kidney)
3495,Proximal tubule cell_Osgin1 high(Kidney)
3496,Proximal tubule cell_Cyp4a14 high(Kidney)
3497,Dendritic cell_Cst3 high(Kidney)
3498,Macrophage_Ccl4 high (Kidney)
3499,Distal collecting duct principal cell_Hsd11b2 high(Kidney)
3500,Thick ascending limb of the loop of Henle(Kidney)
3501,Thick ascending limb of the loop of Henle(Kidney)
3502,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3503,Proximal tubule brush border cell(Kidney)
3504,Thick ascending limb of the loop of Henle(Kidney)
3505,Proximal tubule brush border cell(Kidney)
3506,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3507,Proximal tubule brush border cell(Kidney)
3508,Fenestrated endothelial cell_Plvap high(Kidney)
3509,Proximal tubule cell_Osgin1 high(Kidney)
3510,Distal convoluted tubule_S100g high(Kidney)
3511,Proximal tubule brush border cell(Kidney)
3512,Distal convoluted tubule_S100g high(Kidney)
3513,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3514,S3 proximal tubule cells(Kidney)
3515,Proximal tubule brush border cell(Kidney)
3516,Distal convoluted tubule_Pvalb high(Kidney)
3517,Stromal cell_Mgp high(Kidney)
3518,Thick ascending limb of the loop of Henle(Kidney)
3519,Endothelial cell(Kidney)
3520,Macrophage_Lyz2 high(Kidney)
3521,Thick ascending limb of the loop of Henle(Kidney)
3522,Distal convoluted tubule_Pvalb high(Kidney)
3523,Fenestrated endothelial cell_Plvap high(Kidney)
3524,Dendritic cell_Ccr7 high(Kidney)
3525,Proximal tubule cell_Osgin1 high(Kidney)
3526,Thick ascending limb of the loop of Henle(Kidney)
3527,Proximal tubule brush border cell(Kidney)
3528,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3529,Proximal tubule brush border cell(Kidney)
3530,Fenestrated endothelial cell_Plvap high(Kidney)
3531,S3 proximal tubule cells(Kidney)
3532,Proximal tubule cell_Cyp4a14 high(Kidney)
3533,B cell(Kidney)
3534,Ureteric epithelium(Kidney)
3535,Proximal tubule cell_Osgin1 high(Kidney)
3536,Proximal tubule brush border cell(Kidney)
3537,Proximal tubule brush border cell(Kidney)
3538,S1 proximal tubule cells(Kidney)
3539,Fenestrated endothelial cell_Plvap high(Kidney)
3540,Proximal tubule brush border cell(Kidney)
3541,Dendritic cell_Cst3 high(Kidney)
3542,S1 proximal tubule cells(Kidney)
3543,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3544,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3545,Fenestrated endothelial cell_Plvap high(Kidney)
3546,Dendritic cell_Ccr7 high(Kidney)
3547,Macrophage_Lyz2 high(Kidney)
3548,Proximal tubule brush border cell(Kidney)
3549,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3550,Ureteric epithelium(Kidney)
3551,Proximal tubule cell_Osgin1 high(Kidney)
3552,Endothelial cell(Kidney)
3553,Fenestrated endothelial cell_Plvap high(Kidney)
3554,Distal collecting duct principal cell_Cldn4 high(Kidney)
3555,S3 proximal tubule cells(Kidney)
3556,Proximal tubule brush border cell(Kidney)
3557,S3 proximal tubule cells(Kidney)
3558,Dendritic cell_Ccr7 high(Kidney)
3559,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3560,Proximal tubule cell_Osgin1 high(Kidney)
3561,Stromal cell_Ptgds high(Kidney)
3562,Stromal cell_Ptgds high(Kidney)
3563,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3564,Distal collecting duct principal cell_Cldn4 high(Kidney)
3565,Distal convoluted tubule_Pvalb high(Kidney)
3566,Thick ascending limb of the loop of Henle(Kidney)
3567,S1 proximal tubule cells(Kidney)
3568,Proximal tubule brush border cell(Kidney)
3569,T cell(Kidney)
3570,Proximal tubule brush border cell(Kidney)
3571,Proximal tubule brush border cell(Kidney)
3572,Proximal tubule cell_Osgin1 high(Kidney)
3573,Distal collecting duct principal cell_Cldn4 high(Kidney)
3574,Thick ascending limb of the loop of Henle(Kidney)
3575,Proximal tubule cell_Cyp4a14 high(Kidney)
3576,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3577,Thick ascending limb of the loop of Henle(Kidney)
3578,Proximal tubule brush border cell(Kidney)
3579,Stromal cell_Mgp high(Kidney)
3580,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3581,Distal convoluted tubule_Pvalb high(Kidney)
3582,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3583,Proximal tubule brush border cell(Kidney)
3584,S3 proximal tubule cells(Kidney)
3585,Proximal tubule brush border cell(Kidney)
3586,S1 proximal tubule cells(Kidney)
3587,Macrophage_Ccl4 high (Kidney)
3588,Macrophage_Lyz2 high(Kidney)
3589,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3590,S3 proximal tubule cells(Kidney)
3591,Stromal cell_Ptgds high(Kidney)
3592,Proximal tubule brush border cell(Kidney)
3593,Stromal cell_Ptgds high(Kidney)
3594,Macrophage_Lyz2 high(Kidney)
3595,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3596,Distal convoluted tubule_S100g high(Kidney)
3597,Proximal tubule cell_Osgin1 high(Kidney)
3598,Fenestrated endothelial cell_Plvap high(Kidney)
3599,Endothelial cell(Kidney)
3600,Fenestrated endothelial cell_Plvap high(Kidney)
3601,S3 proximal tubule cells(Kidney)
3602,Stromal cell_Mgp high(Kidney)
3603,Thick ascending limb of the loop of Henle(Kidney)
3604,Endothelial cell(Kidney)
3605,Endothelial cell(Kidney)
3606,Distal collecting duct principal cell_Hsd11b2 high(Kidney)
3607,Macrophage_Lyz2 high(Kidney)
3608,S3 proximal tubule cells(Kidney)
3609,Proximal tubule brush border cell(Kidney)
3610,S1 proximal tubule cells(Kidney)
3611,Endothelial cell(Kidney)
3612,Proximal tubule cell_Osgin1 high(Kidney)
3613,Proximal tubule brush border cell(Kidney)
3614,T cell(Kidney)
3615,Epithelial cell_Cryab high(Kidney)
3616,Proximal tubule cell_Osgin1 high(Kidney)
3617,Fenestrated endothelial cell_Plvap high(Kidney)
3618,Proximal tubule cell_Osgin1 high(Kidney)
3619,Neutrophil progenitor_S100a8 high(Kidney)
3620,Fenestrated endothelial cell_Plvap high(Kidney)
3621,Proximal tubule cell_Cyp4a14 high(Kidney)
3622,Proximal tubule brush border cell(Kidney)
3623,Thick ascending limb of the loop of Henle(Kidney)
3624,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3625,Thick ascending limb of the loop of Henle(Kidney)
3626,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3627,Fenestrated endothelial cell_Plvap high(Kidney)
3628,Proximal tubule brush border cell(Kidney)
3629,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3630,Thick ascending limb of the loop of Henle(Kidney)
3631,Distal collecting duct principal cell_Cldn4 high(Kidney)
3632,Macrophage_Ccl4 high (Kidney)
3633,Macrophage_Ccl4 high (Kidney)
3634,Proximal tubule brush border cell(Kidney)
3635,Proximal tubule brush border cell(Kidney)
3636,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3637,Stromal cell_Ankrd1 high(Kidney)
3638,Fenestrated endothelial cell_Plvap high(Kidney)
3639,Proximal tubule brush border cell(Kidney)
3640,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3641,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3642,Fenestrated endothelial cell_Plvap high(Kidney)
3643,S1 proximal tubule cells(Kidney)
3644,Thick ascending limb of the loop of Henle(Kidney)
3645,Proximal tubule cell_Cyp4a14 high(Kidney)
3646,Stromal cell_Dcn high(Kidney)
3647,Endothelial cell(Kidney)
3648,S1 proximal tubule cells(Kidney)
3649,Distal collecting duct principal cell_Cldn4 high(Kidney)
3650,Thick ascending limb of the loop of Henle(Kidney)
3651,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3652,Fenestrated endothelial cell_Plvap high(Kidney)
3653,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3654,Distal convoluted tubule_Pvalb high(Kidney)
3655,Proximal tubule brush border cell(Kidney)
3656,Proximal tubule brush border cell(Kidney)
3657,Distal collecting duct principal cell_Cldn4 high(Kidney)
3658,Proximal tubule brush border cell(Kidney)
3659,S1 proximal tubule cells(Kidney)
3660,Thick ascending limb of the loop of Henle(Kidney)
3661,Macrophage_Ccl4 high (Kidney)
3662,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3663,Proximal tubule cell_Cyp4a14 high(Kidney)
3664,S3 proximal tubule cells(Kidney)
3665,Neutrophil progenitor_S100a8 high(Kidney)
3666,Endothelial cell(Kidney)
3667,Distal convoluted tubule_Pvalb high(Kidney)
3668,Proximal tubule cell_Osgin1 high(Kidney)
3669,S3 proximal tubule cells(Kidney)
3670,Epithelial cell_Cryab high(Kidney)
3671,Proximal tubule brush border cell(Kidney)
3672,Endothelial cell(Kidney)
3673,Distal convoluted tubule_S100g high(Kidney)
3674,Endothelial cell(Kidney)
3675,T cell(Kidney)
3676,Distal convoluted tubule_S100g high(Kidney)
3677,Proximal tubule brush border cell(Kidney)
3678,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3679,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3680,Proximal tubule brush border cell(Kidney)
3681,Proximal tubule brush border cell(Kidney)
3682,Proximal tubule cell_Cyp4a14 high(Kidney)
3683,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3684,Proximal tubule cell_Osgin1 high(Kidney)
3685,S3 proximal tubule cells(Kidney)
3686,Stromal cell_Ptgds high(Kidney)
3687,Proximal tubule brush border cell(Kidney)
3688,Proximal tubule brush border cell(Kidney)
3689,T cell(Kidney)
3690,Macrophage_Ccl4 high (Kidney)
3691,Proximal tubule brush border cell(Kidney)
3692,Macrophage_Lyz2 high(Kidney)
3693,Distal collecting duct principal cell_Cldn4 high(Kidney)
3694,Macrophage_Ccl4 high (Kidney)
3695,Fenestrated endothelial cell_Plvap high(Kidney)
3696,Proximal tubule brush border cell(Kidney)
3697,Thick ascending limb of the loop of Henle(Kidney)
3698,Proximal tubule cell_Osgin1 high(Kidney)
3699,Proximal tubule brush border cell(Kidney)
3700,Endothelial cell(Kidney)
3701,Distal convoluted tubule_S100g high(Kidney)
3702,Proximal tubule brush border cell(Kidney)
3703,Proximal tubule brush border cell(Kidney)
3704,Distal convoluted tubule_Pvalb high(Kidney)
3705,Proximal tubule cell_Cyp4a14 high(Kidney)
3706,Thick ascending limb of the loop of Henle(Kidney)
3707,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3708,Proximal tubule brush border cell(Kidney)
3709,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3710,Distal convoluted tubule_Pvalb high(Kidney)
3711,Distal convoluted tubule_Pvalb high(Kidney)
3712,Proximal tubule brush border cell(Kidney)
3713,Distal collecting duct principal cell_Cldn4 high(Kidney)
3714,Distal convoluted tubule_S100g high(Kidney)
3715,Proximal tubule brush border cell(Kidney)
3716,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3717,S1 proximal tubule cells(Kidney)
3718,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3719,Distal convoluted tubule_Pvalb high(Kidney)
3720,Macrophage_Ccl4 high (Kidney)
3721,Proximal tubule brush border cell(Kidney)
3722,Distal convoluted tubule_S100g high(Kidney)
3723,Proximal tubule brush border cell(Kidney)
3724,Distal convoluted tubule_Pvalb high(Kidney)
3725,Distal convoluted tubule_S100g high(Kidney)
3726,S3 proximal tubule cells(Kidney)
3727,Proximal tubule brush border cell(Kidney)
3728,Thick ascending limb of the loop of Henle(Kidney)
3729,Proximal tubule brush border cell(Kidney)
3730,T cell(Kidney)
3731,Distal collecting duct principal cell_Hsd11b2 high(Kidney)
3732,Proximal tubule brush border cell(Kidney)
3733,Distal collecting duct principal cell_Cldn4 high(Kidney)
3734,Stromal cell_Mgp high(Kidney)
3735,Macrophage_Ccl4 high (Kidney)
3736,Stromal cell_Dcn high(Kidney)
3737,Macrophage_Lyz2 high(Kidney)
3738,Distal convoluted tubule_Pvalb high(Kidney)
3739,Proximal tubule brush border cell(Kidney)
3740,Distal convoluted tubule_S100g high(Kidney)
3741,T cell(Kidney)
3742,Proximal tubule cell_Osgin1 high(Kidney)
3743,Proximal tubule cell_Osgin1 high(Kidney)
3744,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3745,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3746,Distal convoluted tubule_Pvalb high(Kidney)
3747,Thick ascending limb of the loop of Henle(Kidney)
3748,Proximal tubule cell_Cyp4a14 high(Kidney)
3749,Proximal tubule brush border cell(Kidney)
3750,Thick ascending limb of the loop of Henle(Kidney)
3751,T cell(Kidney)
3752,Proximal tubule brush border cell(Kidney)
3753,Proximal tubule brush border cell(Kidney)
3754,Macrophage_Ccl4 high (Kidney)
3755,Proximal tubule cell_Cyp4a14 high(Kidney)
3756,Proximal tubule brush border cell(Kidney)
3757,Proximal tubule brush border cell(Kidney)
3758,Macrophage_Ccl4 high (Kidney)
3759,Proximal tubule brush border cell(Kidney)
3760,Thick ascending limb of the loop of Henle(Kidney)
3761,Thick ascending limb of the loop of Henle(Kidney)
3762,Proximal tubule brush border cell(Kidney)
3763,Proximal tubule brush border cell(Kidney)
3764,Proximal tubule brush border cell(Kidney)
3765,Distal collecting duct principal cell_Cldn4 high(Kidney)
3766,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3767,Distal convoluted tubule_Pvalb high(Kidney)
3768,Macrophage_Ccl4 high (Kidney)
3769,Proximal tubule cell_Cyp4a14 high(Kidney)
3770,S1 proximal tubule cells(Kidney)
3771,Proximal tubule brush border cell(Kidney)
3772,S1 proximal tubule cells(Kidney)
3773,S3 proximal tubule cells(Kidney)
3774,Proximal tubule brush border cell(Kidney)
3775,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3776,Thick ascending limb of the loop of Henle(Kidney)
3777,Proximal tubule brush border cell(Kidney)
3778,Distal convoluted tubule_S100g high(Kidney)
3779,B cell(Kidney)
3780,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3781,Distal convoluted tubule_S100g high(Kidney)
3782,S1 proximal tubule cells(Kidney)
3783,Proximal tubule cell_Osgin1 high(Kidney)
3784,Proximal tubule brush border cell(Kidney)
3785,Epithelial cell_Cryab high(Kidney)
3786,Fenestrated endothelial cell_Plvap high(Kidney)
3787,T cell(Kidney)
3788,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3789,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3790,Thick ascending limb of the loop of Henle(Kidney)
3791,Proximal tubule brush border cell(Kidney)
3792,Macrophage_Ccl4 high (Kidney)
3793,Thick ascending limb of the loop of Henle(Kidney)
3794,Fenestrated endothelial cell_Plvap high(Kidney)
3795,Proximal tubule brush border cell(Kidney)
3796,Proximal tubule brush border cell(Kidney)
3797,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3798,Proximal tubule brush border cell(Kidney)
3799,Macrophage_Ccl4 high (Kidney)
3800,Macrophage_Ccl4 high (Kidney)
3801,Distal convoluted tubule_S100g high(Kidney)
3802,Proximal tubule brush border cell(Kidney)
3803,Thick ascending limb of the loop of Henle(Kidney)
3804,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3805,Macrophage_Ccl4 high (Kidney)
3806,Proximal tubule brush border cell(Kidney)
3807,Proximal tubule brush border cell(Kidney)
3808,Macrophage_Ccl4 high (Kidney)
3809,Proximal tubule brush border cell(Kidney)
3810,Proximal tubule cell_Cyp4a14 high(Kidney)
3811,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3812,Thick ascending limb of the loop of Henle(Kidney)
3813,Proximal tubule brush border cell(Kidney)
3814,Proximal tubule cell_Cyp4a14 high(Kidney)
3815,Fenestrated endothelial cell_Plvap high(Kidney)
3816,Distal convoluted tubule_Pvalb high(Kidney)
3817,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3818,Proximal tubule brush border cell(Kidney)
3819,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3820,Distal convoluted tubule_S100g high(Kidney)
3821,Distal convoluted tubule_Pvalb high(Kidney)
3822,Dendritic cell_Ccr7 high(Kidney)
3823,Stromal cell_Dcn high(Kidney)
3824,Distal convoluted tubule_S100g high(Kidney)
3825,Proximal tubule cell_Cyp4a14 high(Kidney)
3826,Proximal tubule brush border cell(Kidney)
3827,T cell(Kidney)
3828,Macrophage_Ccl4 high (Kidney)
3829,Proximal tubule cell_Osgin1 high(Kidney)
3830,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3831,Proximal tubule brush border cell(Kidney)
3832,Proximal tubule cell_Osgin1 high(Kidney)
3833,Macrophage_Lyz2 high(Kidney)
3834,Stromal cell_Dcn high(Kidney)
3835,Distal collecting duct principal cell_Cldn4 high(Kidney)
3836,Proximal tubule brush border cell(Kidney)
3837,Macrophage_Ccl4 high (Kidney)
3838,Thick ascending limb of the loop of Henle(Kidney)
3839,Proximal tubule brush border cell(Kidney)
3840,S3 proximal tubule cells(Kidney)
3841,S3 proximal tubule cells(Kidney)
3842,Fenestrated endothelial cell_Plvap high(Kidney)
3843,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3844,Epithelial cell_Cryab high(Kidney)
3845,Proximal tubule brush border cell(Kidney)
3846,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3847,Thick ascending limb of the loop of Henle(Kidney)
3848,Epithelial cell_Cryab high(Kidney)
3849,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3850,Proximal tubule brush border cell(Kidney)
3851,Stromal cell_Ptgds high(Kidney)
3852,Proximal tubule cell_Cyp4a14 high(Kidney)
3853,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3854,Proximal tubule brush border cell(Kidney)
3855,Proximal tubule brush border cell(Kidney)
3856,Distal collecting duct principal cell_Hsd11b2 high(Kidney)
3857,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3858,Thick ascending limb of the loop of Henle(Kidney)
3859,Thick ascending limb of the loop of Henle(Kidney)
3860,Distal convoluted tubule_S100g high(Kidney)
3861,Thick ascending limb of the loop of Henle(Kidney)
3862,Macrophage_Ccl4 high (Kidney)
3863,B cell(Kidney)
3864,Dendritic cell_Ccr7 high(Kidney)
3865,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3866,Thick ascending limb of the loop of Henle(Kidney)
3867,Proximal tubule brush border cell(Kidney)
3868,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3869,Distal convoluted tubule_Pvalb high(Kidney)
3870,Proximal tubule brush border cell(Kidney)
3871,Distal convoluted tubule_S100g high(Kidney)
3872,Proximal tubule brush border cell(Kidney)
3873,Proximal tubule brush border cell(Kidney)
3874,Proximal tubule brush border cell(Kidney)
3875,Proximal tubule brush border cell(Kidney)
3876,Proximal tubule brush border cell(Kidney)
3877,Proximal tubule cell_Cyp4a14 high(Kidney)
3878,Proximal tubule brush border cell(Kidney)
3879,Endothelial cell(Kidney)
3880,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3881,Distal convoluted tubule_Pvalb high(Kidney)
3882,Stromal cell_Dcn high(Kidney)
3883,Proximal tubule brush border cell(Kidney)
3884,Proximal tubule brush border cell(Kidney)
3885,Proximal tubule brush border cell(Kidney)
3886,Fenestrated endothelial cell_Plvap high(Kidney)
3887,Stromal cell_Ptgds high(Kidney)
3888,Proximal tubule cell_Cyp4a14 high(Kidney)
3889,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3890,Dendritic cell_Cst3 high(Kidney)
3891,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3892,Thick ascending limb of the loop of Henle(Kidney)
3893,Thick ascending limb of the loop of Henle(Kidney)
3894,Ureteric epithelium(Kidney)
3895,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3896,S3 proximal tubule cells(Kidney)
3897,Thick ascending limb of the loop of Henle(Kidney)
3898,Proximal tubule cell_Osgin1 high(Kidney)
3899,Thick ascending limb of the loop of Henle(Kidney)
3900,Proximal tubule brush border cell(Kidney)
3901,Proximal tubule brush border cell(Kidney)
3902,Proximal tubule brush border cell(Kidney)
3903,S3 proximal tubule cells(Kidney)
3904,Proximal tubule brush border cell(Kidney)
3905,Proximal tubule brush border cell(Kidney)
3906,Proximal tubule brush border cell(Kidney)
3907,Distal collecting duct principal cell_Cldn4 high(Kidney)
3908,Thick ascending limb of the loop of Henle(Kidney)
3909,Dendritic cell_Cst3 high(Kidney)
3910,S1 proximal tubule cells(Kidney)
3911,Macrophage_Ccl4 high (Kidney)
3912,Fenestrated endothelial cell_Plvap high(Kidney)
3913,Proximal tubule brush border cell(Kidney)
3914,Proximal tubule brush border cell(Kidney)
3915,Macrophage_Ccl4 high (Kidney)
3916,Distal convoluted tubule_Pvalb high(Kidney)
3917,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3918,Thick ascending limb of the loop of Henle(Kidney)
3919,Epithelial cell_Cryab high(Kidney)
3920,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3921,Macrophage_Ccl4 high (Kidney)
3922,Fenestrated endothelial cell_Plvap high(Kidney)
3923,Distal convoluted tubule_Pvalb high(Kidney)
3924,S3 proximal tubule cells(Kidney)
3925,Macrophage_Ccl4 high (Kidney)
3926,Fenestrated endothelial cell_Plvap high(Kidney)
3927,Distal collecting duct principal cell_Hsd11b2 high(Kidney)
3928,Proximal tubule brush border cell(Kidney)
3929,Proximal tubule brush border cell(Kidney)
3930,Proximal tubule brush border cell(Kidney)
3931,Epithelial cell_Cryab high(Kidney)
3932,Proximal tubule brush border cell(Kidney)
3933,Proximal tubule brush border cell(Kidney)
3934,Macrophage_Ccl4 high (Kidney)
3935,Distal convoluted tubule_Pvalb high(Kidney)
3936,Fenestrated endothelial cell_Plvap high(Kidney)
3937,Fenestrated endothelial cell_Tm4sf1 high(Kidney)
3938,Proximal tubule cell_Cyp4a14 high(Kidney)
3939,Macrophage_Ccl4 high (Kidney)
3940,Macrophage_Lyz2 high(Kidney)
3941,Intercalated cells of collecting duct_Aqp6 high(Kidney)
3942,Epithelial cell_Cryab high(Kidney)
3943,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
3944,Proximal tubule brush border cell(Kidney)
3945,Macrophage_Ccl4 high (Kidney)
